,id,title,overview,release_date,popularity,vote_average,vote_count
6547,1033557,Real Love,"It follows Kendra as she sets off on her own for the first time to college. When she meet's her film class partner Ben, she tries her hardest to keep things professional.",2023-06-10,24.43,8.4,10
6548,547565,The Night House,"Reeling from the unexpected death of her husband, Beth is left alone in the lakeside home he built for her. Soon she begins to uncover her recently deceased husband's disturbing secrets.",2021-07-15,20.883,6.602,1119
6549,1440,Little Children,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",2006-10-06,15.619,7.1,993
6550,736074,"Batman: The Long Halloween, Part Two","As Gotham City's young vigilante, the Batman, struggles to pursue a brutal serial killer, district attorney Harvey Dent gets caught in a feud involving the criminal family of the Falcones.",2021-07-26,20.382,7.4,505
6551,664236,Extinct,"Op and Ed, two adorable donut-shaped animals - flummels - accidentally time-travel from 1835 to modern-day Shanghai.  There they discover traffic, trans fats, and worst of all, that flummels are now extinct. It's up to this bumbling pair to save themselves and their species...and, just maybe, change the course of history.",2021-02-11,16.88,6.2,163
6552,9322,La Femme Nikita,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance – as a secret political assassin controlled by the government.",1990-02-21,17.617,7.1,1902
6553,12919,Can't Buy Me Love,"Nerdy high schooler Ronald Miller rescues cheerleader Cindy Mancini from parental punishment after she accidentally destroys her mother's designer clothes. Ronald agrees to pay for the $1,000 outfit on one condition: that she will act as though they're a couple for an entire month. As the days pass, however, Cindy grows fond of Ronald, making him popular. But when Ronald's former best friend gets left behind, he realizes that social success isn't everything.",1987-08-14,19.116,6.9,656
6554,283378,Fallen,"Lucinda Price is sent to a reform academy under the assumption that she has killed a boy. There, she meets two mysterious boys, Cam and Daniel, to whom she feels drawn to both. But as the love triangle unfurls, it is Daniel that Luce cannot keep herself away from, and things begin to take a darker turn when she finds out his true identity.",2016-11-10,21.871,6.1,1580
6555,11510,Repossessed,"It's been some time since Father Jebedaiah Mayii exorcised the Devil from little Nancy Aglet, who is now grown up with a husband and two children of her own. But the prince of darkness wants to go a second round and has returned to repossess her! With Father Mayii unwilling to help, Father Luke Brophy tries his best to help Nancy, even when TV's Ernest Weller plans to air the exorcism live on TV.",1990-09-14,19.866,5.2,309
6556,11252,Psycho,"A young female embezzler arrives at the Bates Motel, which has terrible secrets of its own.",1998-12-04,16.367,5.1,955
6557,512625,Torchlighters: The Adoniram and Ann Judson Story,Adoniram Judson and his wife Ann were the first missionaries from the United States. The young couple set out for Burma where they worked to reach souls in a land where professing Christ would mean certain death.,2017-01-01,14.12,0.0,0
6558,192102,3 Days to Kill,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",2014-02-14,17.619,6.091,2138
6559,2289,Cold Mountain,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",2003-12-24,17.116,6.924,1748
6560,1249216,Apollo 13: Survival,"Using original footage and interviews, this documentary tells the nail-biting story of Apollo 13 and the struggle to bring its astronauts safely home.",2024-03-08,20.666,7.042,24
6561,628707,Trick,A detective tries to track down a masked killer who reappears every Halloween to wreak bloody havoc.,2019-10-18,15.874,5.9,143
6562,356300,How to Plan an Orgy in a Small Town,"In high school Cassie Cranston was slut-shamed out of the wholesome and repressed town of Beaver’s Ridge following a humiliating attempt at losing her virginity. Now, years later, a big city sex columnist, Cassie returns home to bury her mother and finds a chance for revenge when her prudish childhood nemesis insists she helps her old friends plan an orgy.",2015-09-19,17.432,5.2,129
6563,205022,Chennai Express,"Rahul embarks on a journey to a small town in Tamil Nadu to fulfill the last wish of his grandfather: to have his ashes immersed in the Holy water of Rameshwaram. En route, he meets a woman hailing from a unique family down South. As they find love through this journey in the exuberant lands of South India, an unanticipated drive awaits them.",2013-08-08,17.431,6.5,324
6564,306819,The Danish Girl,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",2015-11-27,18.869,7.579,5720
6565,10397,Angela's Ashes,"An Irish Catholic family returns to 1930s Limerick after a child's death in America. The unemployed I.R.A. veteran father struggles with poverty, prejudice, and alcoholism as the family endures harsh slum conditions.",1999-12-25,24.396,7.28,309
6566,823491,Out of Darkness,"In the Old Stone Age, a disparate gang of early humans band together in search of a new land. But when they suspect a malevolent, mystical, being is hunting them down, the clan are forced to confront a danger they never envisaged.",2024-02-09,17.422,5.403,62
6567,539517,Constantine: City of Demons - The Movie,"A decade after a tragic mistake, family man Chas Chandler and occult detective John Constantine set out to cure his daughter Trish from a mysterious supernatural coma.",2018-10-04,17.42,7.7,581
6568,220,East of Eden,"In the Salinas Valley in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother for the love of their father. Cal is frustrated at every turn, from his reaction to the war, how to get ahead in business and in life, and how to relate to his estranged mother.",1955-04-10,13.864,7.6,737
6569,5902,A Bridge Too Far,The story of Operation Market Garden—a failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.,1977-06-15,17.363,7.2,802
6570,9618,Tango & Cash,"Ray Tango and Gabriel Cash are two successful narcotics detectives who can't stand each other. Crime lord Yves Perret, furious at the loss of income they have caused him, plots an elaborate revenge against them.",1989-12-22,17.362,6.449,1896
6571,1360244,Tom Papa: Home Free,"From the sheer bliss of a hot shower to the saucy joys of an empty nest, Tom Papa tackles aging, parenthood and more in this witty comedy special.",2024-10-29,17.41,6.0,3
6572,835490,Venom,"An investigative journalist working the story of a drug smuggler who uses animals as mules is getting too close, and when the mastermind unleashes a cobra into her home she and her lover must face an assassin trained for millennia by mother nature itself.",,17.41,10.0,2
